pair_id,query_id,product_id,query,title,brand,product_text
1857_B07KPKVF45,1857,B07KPKVF45,12 oz hydroflask,"Flaskars Protective Silicone Boot for 12oz - 40 oz Hydro Sport Water Bottles Flask Anti-Slip Bottom Sleeve Cover (Grey, Fits 32 oz and 40 oz Bottles)",Flaskars,"✔ FITS PERFECTLY - Available in two sizes that allow for a flexible compatible with the 12-24 oz water bottles or the 32 and 40 oz water bottles.
✔ MAXIMUM PROTECTION - This durable bottom boot helps protect against dents, dings and damage. Give your water bottle a longer life.
✔ A MUST HAVE FOR YOUR BOTTLES - It's the perfect stainless steel water bottle accessory for your active, on-the-go lifes"
31853_B08S3GBHL8,31853,B08S3GBHL8,ddj sx3,"RANE ONE - Complete DJ Set and DJ Controller for Serato DJ with Integrated DJ Mixer, Motorized Platters and Serato DJ Pro Included",Rane,"Complete Serato DJ System – DJ Controller with integrated DJ mixer for Serato DJ Pro (download included) featuring 2 decks of control and dual USB laptop connections for seamless handoffs
Personalize your DJ Set - Six quick-launch FX with dual metal paddles; Instant loop controls; Eight performance pads per deck to access cues, loops, rolls, slicer, samples and Serato’s Scratch Bank
Touch and Feel"
5184_B016V6U6CI,5184,B016V6U6CI,75 carat diamond rings curved,"Near 1 Carat Carat Round Cut Diamond Solitaire Engagement Ring 14K White Gold 6 Prong (K, I1, 0.85 c.t.w) Ideal Cut",Houston Diamond District,"Houston Diamond District offers a 30 day return policy on all of its products
We only sell 100% Natural, conflict free diamonds.
Direct Manufacturer Prices & Free Certificate of Authenticity"
43685_B084QMKN3F,43685,B084QMKN3F,futon without mattress,Kodiak Furniture Linen Charcoal Full-size Futon Mattress Only,Kodiak Furniture,"276 coil hinged innerspring unit
High density foam construction
Made in U. S. A
Decorative tufting on cover
Meets all flammability standards"
7839_B084DGCM79,7839,B084DGCM79,alesis forge drum kit,Alesis Surge Electronic Drum Rack Mount Clamp - 1.5 Inch - 102370013-A [Compatible with Roland/Yamaha/Simmons/Ion],Alesis,"For electronic drum rack's with a 1 1/2 inch diameter
Compatible with: Surge Mesh Kit, Command Mesh Kit, Forge Kit, Strike Kit(s), Crimson Kit(s)
Compatible with Roland/Yamaha/Simmons/Ion racks that have 1 1/2 inch tubes
*Not compatible with the Alesis Nitro Kit (uses unusual rack size)
*Please note – This product is sold as parts, ie- the manufacturer ships it out in clear plastic only, no commer"
75296_B07P1FX1PV,75296,B07P1FX1PV,oil glock 21,"Hoppes 9 Elite Gun Cleaning kit - Gun Bore Cleaner and Lubricant Oil with 14.9 ML Precision Lubricator and 25-40 Patches for .38, 9mm.40.44 and .45 Caliber",HOPPE'S,"2 OZ HOPPES NO 9 CLEANER SOLUTION - Ultra Effective and potent solvent for removing primer, powder, lead and metal fouling for preventing rust. Quick, super-efficient, safe and easy to use. Flows freely and penetrates rapidly.
2 OZ HOPPES NO 9 LUBRICATING OIL - High viscosity oil refined to perfection for use in firearms, fishing reels and other precision mechanisms. Does not harden, gum or become"
83594_B07G8NDVT2,83594,B07G8NDVT2,proform dumbbell set,Weider Select-A-Weight Adjustable 50 Pound Dumbbell Weights Pair with Rack for Strength Exercise Workouts,Weider,"Replaces Multiple Dumbbells - With just the switch of a selector, change your resistance from 10 lbs (4.5 kg) all the way up to 50 lbs(22.67 kg) of weight. Say goodbye to sets of dumbbells cluttering your workout space.
Wider Weight Range - With the weight range that adjusts up to 50 lbs each, you'll continue to see results as your fitness level improves. Adjust in 10 lb (4.5 kg) increments so you"
61231_B00JYD5AGI,61231,B00JYD5AGI,lego baseball,NFL Electric Football Game,Tudor Games,"Nfl Electric football lets you call the plays to March your football action figures down the vibrating gridiron! It's the world's favorite football game on the big stage of the National football League!
The original Tudor Games NFL Electric football game is back, and it's better than ever.
The PlayAction remote control places the fate of your offense in the palm of your hand, with its on-board var"
101795_B086CY5GK6,101795,B086CY5GK6,the amazon nightgown dress,"UGG Women's Henning Sleep Dress II, Grey Heather, M",UGG,"Lightweight Jersey Knit sleepdress with shirttail hem
Banded henley neckline with button front closure
Chest pocket with contrast self piping
UGG logo shell buttons
UGG woven flag label on wearer’s left side seam"
1088_B01HPCWUDK,1088,B01HPCWUDK,1/24 tesla without sounds,Toy Fire Truck with Lights and Sounds - 4 Sirens - Extending Ladder - Powerful Friction Rolling - Firetruck Fire Engine for Toddlers & Kids,FUNERICA,"✅ JUST LIKE THE REAL THING - Fire truck features flashing lights, Lights inside the Truck, 4 real life sounds, and an extendable ladder! children can imagine themselves at the rescue saving the day. FREE Bonus: 5 Toy Figurines Included!
✅ POWERFUL WHEELS FEATURE - Friction truck glides quickly and evenly over hard surfaces to delight kids, teaches cause and effect as children will learn that the w"
59652_B084GDXD2D,59652,B084GDXD2D,lake life gifts,"Bundle of 2 (20 ct) Blue White Paper Beverage Napkins, Life Is Better At The Lake, My Happy Place Is At The Lake",DHE,"Bundle of 2 packages of beverage cocktail napkins from Paperproducts Design; total 40 pieces
Blue and white napkins have a whitewash fence with the statements: 'My happy place is at the lake' and 'Life is better at the lake'
Each package has 20 disposable beverage napkins - 5 inch x 5 inch square folded
Napkins are made of soft, 3-ply paper, naturally bleached, without chlorine
The inks are all na"
74567_B07KMLPP54,74567,B07KMLPP54,novia vapes,IT'S A SKIN Decal Vinyl Wrap for Smok Novo Pod System Vape Sticker Sleeve/Anime stickerslap Sticker Bomb,IT'S A SKIN,"PRECISION CUT FIT: Precision cut for a perfect fit and comfort grip. Easy to remove so you can change style and design. Vagon wrap leaves no sticky residue when peeled off
PROTECT AND STYLIZE: Protects your Vape Mod from scratches and dents. Vibrant skin decal allows for quick charge access with LED power light seam cutout for clear visibility
THE HIGHEST QUALITY 3M: offers durability and a very c"
58015_1414387520,58015,1414387520,kids spanish bible,La Biblia de los pequeñitos / The Toddler's Bible (bilingüe / bilingual),"Tyndale House Publishers, Inc.",
52222_B01CMM8GU4,52222,B01CMM8GU4,hydraulic oil for log splitter,Buyers Products HFA12525 Filter Assembly (Filter Assy 25 Micr 25 Psi Byp),Buyers Products,"25 Micron, 25 PSI Bypass
200 PSI Working Pressure
More Than Just Parts: From snow and ice equipment to toolboxes, hydraulics, towing, truck and trailer hardware to our innovative lighting products-it's amazing what Buyers Products can do for your truck
We Do Things The Right Way: We design products like we're building them for ourselves, because we are; Our teams are staffed with engineers and exp"
89140_B01DW94RL8,89140,B01DW94RL8,runner,"nuLOOM Moroccan Blythe Runner Rug, 2 ft 8 in x 8 ft, Grey/Off-white",nuLOOM,"Made in Turkey
PREMIUM MATERIAL: Crafted of durable synthetic fibers, it has soft texture and is easy to clean
SLEEK LOOK: Doesn’t obstruct doorways and brings elegance to any space
DESIGNED TO LAST: Power-loomed rug ensures long-lasting beauty and convenient upkeep, with virtually no shedding; perfect fit for your living room, dining room or hallway
PET FRIENDLY: Designed with resiliency against "
97128_B0016AJC5W,97128,B0016AJC5W,sprinkler without hose,Flexon 50-Foot Three Tube Sprinkler Hose FS50,Flexon,"Best used for lawn and garden, sprinkling, and soaking
White stripes can be positioned up for sprinkling, down for soaking
The lawn mowing enjoyable with an advanced reel mower that’s 60 percent easier to push than other reel mowers
New reversible grass chute can be positioned to direct clippings forward, away from your feet, or backward and downward"
2979_B006LN7XAK,2979,B006LN7XAK,24 foam roller for physical therapy & exercise,"Cando - 30-2340 CanDo Full-Skin PE Foam Roller For Muscle Restoration, Massage Therapy, Sport Recovery, And Physical Therapy. White, 6"" x 36"", Half-Round",CanDo,"Country of Origin : United States
Part number:"
20352_B07RNMRRDJ,20352,B07RNMRRDJ,buffalo plaid dining chair cushions,"RSH Décor Indoor/Outdoor Wicker 2 U-Shape Chair Cushions in Buffalo Plaid Fabric, Choose Size and Choose Color (2 - (19"" x 19"") U-Shape Seat Cushions, Black Buffalo Plaid)",RSH DECOR,"Perfect for use both Indoors and Out.
Our wicker u-shape cushions are available in either tufted or foam and a variety of solids, patterns, and plaids. Swatches are available upon request.
UV resistant, fade resistant, stain resistant fabric perfect either outdoors or inside.
Includes 2 U-Shape Cushions (19"" x 19"") filled with soft 100% poly fiber fill
Search our brand on Amazon for all your outdo"
7538_B0836GDKS9,7538,B0836GDKS9,airpods 2,Airpods Case - IceModo Puppy Footprint Case for Apple Airpods Accessories Protective Hard Case Cover Portable & Shockproof Women Girls with Keychain for Airpods 2/1 Charging Case (1 Puppy Foot Print),IceModo,
88928_B07JL9ZS35,88928,B07JL9ZS35,rubber birkenstock sandals women,Birkenstock Betula Licensed Leo Soft Black Birko-Flor EU 39 (US Women's 8-8.5) Narrow,Birkenstock,<ul> <li><strong>Please be advised that the Birkenstock® Narrow width accommodates both traditional narrow and medium widths.</strong></li> <li>Add some comfort and warm-weather style to your summer ensemble wearing the Betula® Licensed by Birkenstock® Leo Soft sandal.</li> <li>Birko-Flor™ upper is made of acrylic and polyamide felt fibers with a smooth leather-like finish.</li> <li>Features three
74120_B08WPQD58D,74120,B08WPQD58D,no u card game,Poo Pocalypse Card Game - The Hilarious Family Party Game for Kids & Adults. [Perfect for Family Game Night],Poo Pocalypse,"💩 FUN FOR THE WHOLE FAMILY: This bowel-busting party game is a smash with kids, teens and adults! Ideal for immature people ages 8 to 88.
💩 SURPRISINGLY STRATEGIC: With 83 hilarious & strategic cards, you'll laugh (and cry) as you battle to become the Poo King. Be the first to build a poo pyramid to win. But beware of your ""friends"" who will sabotage you with crap attacks!
💩 SUPER POPULAR (Poop-ul"
41709_B095Z3FD9J,41709,B095Z3FD9J,foam it green,"HOFACO 3M Double Coated Urethane Foam Tape 4032, 0.5in x 11 Yards, Indoor Mounting, Bonding, and Attaching…, White",HOFACO,"3M Double Coated Urethane Foam Tape 4032 3M Double Coated Urethane Foam Tape 4032 is an off-white, 0.031 in. (0.8 mm) thick, double coated, open cell urethane foam tape that offers high shear strength. It is ideal for applications such as mounting interior signage and nameplates along with soap dispensers and air fresheners. 3M 4032 Double Coated Urethane Foam Die Cut Tape Die-cut 3M Double Coated"
41957_B07C3FKJF7,41957,B07C3FKJF7,foodgifts,Darden - Email Delivery,Darden Restaurants,"Redeemable at Olive Garden, LongHorn Steakhouse, Cheddar’s Scratch Kitchen, Yard House, Seasons 52, and Bahama Breeze among others.
Redemption: Instore
No returns and no refunds on gift cards."
35690_B01NAIX3Q7,35690,B01NAIX3Q7,dry cherry unsweetened,"Dried Cherries 4 LB (=64oz) Resealable Bag, Tart (Sour) Montmorency Variety - /sweetened",I'M A NUT,"🍒 4 Pound Bulk Bag delicious premium Dried Tart (Sour) Cherries
🍒 Great addition for baked goods, Granola, Trail mixes, Salads, Fruit cups, Yogurt, etc.
🍒 Sugar Added!
🍒100% Certified Kosher"
81100_B07RN27YRN,81100,B07RN27YRN,plastic spoons 10 pack,"300 Clear Plastic Silverware Set | Disposable Plastic Utensils | 100 Plastic Forks, 100 Plastic Spoons, 100 Plastic Knives | Plastic Cutlery Set | Heavy Duty Bulk Flatware Set",Prestee,"Clear plastic silverware set includes 100 plastic forks, 100 plastic spoons and 100 plastic knives; full-size utensils
Disposable for easy post party cleanup. Not dishwasher, microwave and oven safe
Plastic cutlery with elegant crystal clear shine to match any table decor
Ideal for weddings, dinners, holiday parties, special occasions, catered events and more
Arrange by each place setting for form"
48559_B07G399ZYW,48559,B07G399ZYW,halloween costumes for women,"Amazon Essentials Women's Ballet Flat, Nude, 9.5 B US",Amazon Essentials,"Classic and versatile ballet flat designed for daily wear
Casual silhouette with round toe shape and flattering profile
Soft, faux leather upper with gently elasticized topline
Faux suede microfiber lining"
5259_B00JJIEE4M,5259,B00JJIEE4M,8 gb usb thumb drives with physical write protect switch,Flashblu30 with Physical Write Protect Switch SuperSpeed USB3.0 Flash Drive,Kanguru Solutions,"The ideal way to storage and transfer your files, photos, pictures, music, and more
Flash Drive uses SuperSpeed USB3.0 for data transfer speeds of up to 145 MB/s and write speeds of up to 45 MB/s
Physical write protect switch lets you easily toggle back and forth from full read/write capability to ""Read-Only"" Mode, to protect against accidentally erasing your files
Cap easily snaps onto the back o"
105279_B07JKFWPX2,105279,B07JKFWPX2,trimens,"Zoot Core Mens 7-Inch Tri Shorts - Performance Triathlon Shorts with Endura Fabric and Hip Holster Pockets (Black, Medium)",Zoot,"PERFORMANCE TRIATHLON SHORTS FOR MEN: Zoot tri shorts are designed with an inside draw cord at waist, modesty liner for enhanced comfort, and UPF 50+ sun protection so you can be at your best while swimming, cycling, and running.
HIP POCKETS: Our mens triathlon shorts feature hip holster pockets provide essential storage on each side of these trishorts.
FITTING TIPS: Zoot products are designed to "
95214_B083FLGKBN,95214,B083FLGKBN,smooth flow faucet,"Bathroom Faucet Aerator Replacement Parts 8 PCS with Brass Shell, 2.2 GPM Flow Retrictor Insert Faucet Tap, 15/16-Inch or 24mm Male Threads, Awesome Nozzle, Sprays Is Very Well, Chrome",CANRAY,"●HIGH-QUALITY MATERIAL●The bathroom faucet aerator parts made of brass, ABS and 304 Stainless Steel will last for a long time and anti-corrosion. Please check your aerator size before purchase!
●APPLICABILITY● Male thread's diameter 0.94-Inch. Universal kitchen faucet aerator replacement works well with either kitchen or bathroom faucets. Please check your aerator size before purchase!
●CHROME FIN"
70422_0385372833,70422,0385372833,monkey not ready for kindergarten,Elmo Loves You (Sesame Street) (Little Golden Book),Golden Books,Golden Books
